kvknummer,sbicode,vestigingsnummer
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233034
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233034
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233050
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233042
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000039620603
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000039620603
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000039620603
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028234014
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028234014
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028234006
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028234006
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028234006
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233999
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233999
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028777298
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028777298
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000039620646
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000039620646
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233085
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233085
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233093
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233093
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233069
41225437,Verpleeghuizen (87.10),000028233069
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233069
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028229606
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028229606
41225869,Verzorgingshuizen (87.30.2),000021616817
41226861,Verzorgingshuizen (87.30.2),000022507396
41226861,Verzorgingshuizen (87.30.2),000022507426
41226861,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000031387616
41226861,Verzorgingshuizen (87.30.2),000031440665
41226861,Verzorgingshuizen (87.30.2),000022507434
41226861,Verzorgingshuizen (87.30.2),000022507442
41226861,Verzorgingshuizen (87.30.2),000022507450
41226861,Verpleeghuizen (87.10),000022507418
41226861,Verpleeghuizen (87.10),000060036524
41226861,Verpleeghuizen (87.10),000060729694
41226861,Verzorgingshuizen (87.30.2),000023212039
41227061,Arbobegeleiding en reïntegratie (86.92.2),000020869169
41227061,Arbobegeleiding en reïntegratie (86.92.2),000020867875
41227061,Arbobegeleiding en reïntegratie (86.92.2),000020869053
41227061,Arbobegeleiding en reïntegratie (86.92.2),000042604958
41227061,Arbobegeleiding en reïntegratie (86.92.2),000020868561
41227061,Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers (86.91.9),000027500748
41227061,Categorale ziekenhuizen (86.10.3),000020867956
41227061,Arbobegeleiding en reïntegratie (86.92.2),000020867956
41231194,Verzorgingshuizen (87.30.2),000022100385
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022056785
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032848986
41231194,Verzorgingshuizen (87.30.2),000022102043
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022044094
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032848994
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849079
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849087
41231194,Verzorgingshuizen (87.30.2),000022102019
41231194,Maatschappelijk werk (88.99.2),000034334017
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849028
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849036
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849044
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849052
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849001
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000042356350
41231194,Verzorgingshuizen (87.30.2),000022100350
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022056815
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022056807
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022056823
41231194,Verzorgingshuizen (87.30.2),000022102027
41231194,Verzorgingshuizen (87.30.2),000022100326
41231194,Verzorgingshuizen (87.30.2),000022102094
41231194,Verzorgingshuizen (87.30.2),000022102078
41231194,Verzorgingshuizen (87.30.2),000022102035
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000042356369
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028465156
41231194,Verzorgingshuizen (87.30.2),000022100377
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022043225
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022056793
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022056769
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849133
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849141
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032849168
41231194,Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers (86.91.9),000034334025
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022043276
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022043284
41231194,Verzorgingshuizen (87.30.2),000022100334
41231194,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028408381
41231194,Verzorgingshuizen (87.30.2),000022102051
41231194,Maatschappelijk opvang met overnachting (87.90.2),000032745524
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022043195
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022043233
41231194,Verzorgingshuizen (87.30.2),000022100342
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022043292
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022043268
41231194,Maatschappelijk werk (88.99.2),000034334009
41231194,Verzorgingshuizen (87.30.2),000045459436
41231194,Verzorgingshuizen (87.30.2),000022100407
41231194,Verzorgingshuizen (87.30.2),000022102086
41231194,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022043241
41231194,Verzorgingshuizen (87.30.2),000022100369
41231194,Bedrijfsopleiding en -training (85.59.2),000034334033
41231279,Verpleeghuizen (87.10),000051143534
41231279,Verpleeghuizen (87.10),000000106178
41231279,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn (88.99.9)",000021822999
41231298,"Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.) (52.10.9)",000035505435
41231298,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000039341194
41231298,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000023933402
41231298,Algemene ziekenhuizen (86.10.2),000022386998
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037730282
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037730061
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037730053
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037730045
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037730037
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037728733
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037728725
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037728717
41231857,Arbobegeleiding en reïntegratie (86.92.2),000020868537
41231857,Arbobegeleiding en reïntegratie (86.92.2),000037730290
41231857,Sociale werkvoorziening (32.99.1),000037728709
41231857,Sociale werkvoorziening (32.99.1),000037728741
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037729365
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037729373
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037729381
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037729411
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037729438
41231857,Sociale werkvoorziening (32.99.1),000037730002
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037730010
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037730029
41231857,Sociale werkvoorziening (32.99.1),000037731807
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037731815
41231857,Kinderopvang (88.91),000037731823
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037731831
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037731858
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037731866
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037731874
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037732293
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037732242
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037732250
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037732269
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037732277
41231857,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000037732285
41231857,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000037727842
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037727850
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000039085406
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037727869
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037727885
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037727893
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037727907
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037727915
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020869029
41231857,Ondersteuning en begeleiding van gehandicapten (88.10.3),000020869029
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037727923
41231857,Steunfondsen (niet op het gebied van welzijnszorg) (94.99.3),000040858634
41231857,Arbeidsbemiddeling (78.10),000047046651
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037728660
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037728679
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037728687
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000039085392
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027895807
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061627712
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061627720
41231857,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000061627739
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061627747
41231857,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000061627747
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061627755
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061627763
41231857,"Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d. (56.10.2)",000049720686
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037728695
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037731793
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000037730304
41231857,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000039085384
41232302,Overige zakelijke dienstverlening (rest) (82.99.9),000036717622
41232302,Verzorgingshuizen (87.30.2),000023454717
41232302,Verpleeghuizen (87.10),000023454717
41232302,Verpleeghuizen (87.10),000000224022
41232302,Verzorgingshuizen (87.30.2),000000224022
41232302,Verzorgingshuizen (87.30.2),000020938691
